PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,DATE_DIFF,YEAR
P06460,0,0.4324,0.575,1.0,1.0,3,-1,0,0,0,0,3,0.52,0.8,0.42000000000000004,0.6056338028169014,0.2727167397415649,0.14443737951776828,8944400,0.7272727272727273,0.9796019900497512
P00443,0,0.3176,0.74,1.0,1.0,2,2,1,1,1,-1,3,0.76,0.48,0.5599999999999999,0.5915492957746479,0.25711590959445974,0.12326278499409574,8723530,0.45454545454545453,0.9895522388059701
P01982,-2,0.274,0.415,1.0,1.0,2,1,0,1,0,1,-2,0.58,0.72,0.54,0.5915492957746479,0.21032459890113242,0.08600236170406031,6086550,0.18181818181818182,0.9960199004975124
P02367,2,0.81,0.015,3.0,2.0,5,0,0,-1,-2,0,3,0.9199999999999999,0.74,0.4,0.6619718309859155,0.6994060504796112,0.5698832268547955,17645160,0.14545454545454545,0.9965174129353234
P06650,3,0.6324,0.805,2.0,1.0,4,-2,1,1,-2,1,-1,0.78,1.0,0.74,0.8732394366197184,0.31928140645295056,0.13349885447260323,8267060,0.6909090909090909,0.9805970149253731
P07676,2,0.6924,0.955,2.0,1.0,4,2,0,0,0,0,3,0.6,0.6,0.48,0.5553319919517102,0.4586491612139987,0.20702859276753363,10256260,0.41818181818181815,0.9875621890547264
P06035,1,0.4972,0.255,1.0,1.0,3,-2,1,-1,-2,-1,-2,0.8,0.64,0.7,0.716297786720322,0.47624405186589996,0.4439781592838183,9563000,0.43636363636363634,0.9875621890547264
P08230,0,0.4736,0.985,1.0,1.0,3,0,1,0,1,0,2,0.8400000000000001,0.96,1.0,0.9416498993963782,0.32296564158541025,0.12026927463388541,9930400,0.7272727272727273,0.9791044776119403
P09170,3,0.6816,0.33,2.0,1.0,4,0,0,0,-1,1,0,0.74,0.9400000000000001,0.44000000000000006,0.7444668008048291,0.26199332873947323,0.3153601598691979,7811540,0.4909090909090909,0.9850746268656716
P08582,-2,0.3844,0.89,1.0,1.0,3,-1,1,1,-1,-1,-2,0.9800000000000001,0.96,0.5599999999999999,0.7706237424547284,0.2858061919542403,0.17344596845005603,7811430,0.4,0.9875621890547264
P03074,1,0.244,0.54,1.0,1.0,2,2,0,-1,-2,-1,-2,0.42000000000000004,0.74,0.6599999999999999,0.6156941649899397,0.19511607627433883,0.23681836073515608,5332750,0.38181818181818183,0.9900497512437811
P06727,-2,0.256,0.385,1.0,1.0,2,1,0,-1,1,-1,-1,0.5,0.9199999999999999,0.9,0.7887323943661972,0.21618786855055583,0.10408857399501419,6445810,0.2545454545454545,0.9925373134328358
P04332,1,0.66,0.7,2.0,2.0,4,0,0,-1,-1,0,0,0.48,0.45999999999999996,0.82,0.613682092555332,0.39890153894312763,0.419430566909902,11543750,0.23636363636363636,0.9935323383084577
P05573,-2,0.2936,0.67,1.0,1.0,2,-1,0,1,-1,0,-1,0.9800000000000001,0.8,0.8400000000000001,0.8792756539235413,0.20306792611609456,0.056014775789505554,5550090,0.4727272727272727,0.9870646766169154
P02644,0,0.2868,0.855,1.0,1.0,2,-2,1,-1,-2,-1,2,0.9400000000000001,0.48,0.9199999999999999,0.7545271629778673,0.24409251952898706,0.23269849920771893,9606700,0.2545454545454545,0.9935323383084577
P06582,1,0.5676,0.925,2.0,2.0,4,1,0,0,-1,1,3,0.54,0.8,0.9,0.7665995975855131,0.3277861456497568,0.19054107245586943,7866250,0.6,0.9830845771144279
P05700,2,0.822,0.79,3.0,2.0,5,2,1,0,-2,1,1,0.96,0.72,0.5599999999999999,0.7323943661971831,0.3538156479883568,0.44505000958811475,11604220,0.2,0.9945273631840796
P08924,0,0.404,0.115,1.0,1.0,3,1,1,1,1,-1,1,0.4,0.4,0.5599999999999999,0.45070422535211274,0.27656257304948967,0.3012181952140168,8777950,0.4909090909090909,0.9850746268656716
P01254,0,0.4044,0.07,1.0,1.0,3,2,0,-1,-2,1,2,0.76,0.52,0.5,0.5895372233400403,0.2858925809159669,0.29526145275077964,11251850,0.4909090909090909,0.9875621890547264
P07550,-3,0.7224,0.34,2.0,1.0,5,2,1,-1,1,-1,2,0.78,0.62,0.78,0.7444668008048291,0.7419399098709044,0.39826000948718726,19730040,0.5818181818181818,0.9830845771144279
P03845,-2,0.49,0.075,2.0,2.0,4,0,0,1,1,1,-1,0.9400000000000001,0.5,0.9199999999999999,0.8470824949698189,0.2559196765597273,0.06777081377862557,8393515,0.38181818181818183,0.9900497512437811
P01783,-2,0.5008,0.885,2.0,2.0,4,-1,1,0,0,1,2,0.58,1.0,0.64,0.6981891348088531,0.3271824392583965,0.24845934134697872,9468300,0.7272727272727273,0.981094527363184
P09881,3,0.7652,0.715,3.0,2.0,5,1,1,-1,1,-1,1,0.58,0.48,0.7,0.5754527162977867,0.5931659216889144,0.5412823851192459,15773770,0.6545454545454545,0.9791044776119403
P07640,3,0.6916,0.085,2.0,1.0,4,2,1,1,1,0,2,0.7,0.9,0.42000000000000004,0.710261569416499,0.38553665839365314,0.20268870923789625,11157010,0.6,0.9825870646766169
P02679,-1,0.6868,0.245,1.0,1.0,4,0,1,1,1,1,2,0.58,0.9,0.6,0.6730382293762576,0.37222970926557186,0.36964301934780636,14086360,0.2727272727272727,0.9930348258706467
P06040,1,0.4364,0.245,1.0,1.0,3,2,1,0,-1,1,-2,0.54,0.96,0.48,0.6458752515090543,0.3204999989836593,0.1354346443818694,6709500,0.21818181818181817,0.9935323383084577
P03458,2,0.6516,0.555,2.0,1.0,4,2,1,-1,1,1,3,0.9199999999999999,0.5,0.48,0.6217303822937625,0.5840981297297957,0.25082710105872974,15532620,0.2,0.9950248756218906
P04485,2,0.6896,0.535,2.0,1.0,4,2,1,-1,-2,1,2,0.9,0.9400000000000001,0.8,0.8772635814889337,0.5115842515971795,0.2689557029097405,14804680,0.2545454545454545,0.9930348258706467
P01674,0,0.4792,0.145,1.0,1.0,3,0,0,0,1,0,2,0.9199999999999999,0.6,0.44000000000000006,0.6519114688128773,0.30932736538058914,0.05585127320071457,9222850,0.34545454545454546,0.9915422885572139
P03182,1,0.5316,0.545,1.0,1.0,3,-2,0,1,-1,-1,-1,0.6599999999999999,0.86,0.42000000000000004,0.6277665995975855,0.1830653242838355,0.21642090814586046,4288625,0.8909090909090909,0.9761194029850746
P02012,-3,0.6536,0.8,1.0,1.0,4,-2,1,-1,1,0,3,0.76,0.5,0.6599999999999999,0.6589537223340041,0.6718347592593722,0.7088624458776153,20657270,0.38181818181818183,0.9905472636815921
P05005,1,0.3916,0.135,1.0,1.0,3,2,1,0,-2,1,3,0.9199999999999999,0.62,0.4,0.6257545271629779,0.3431532174298369,0.3169931672066289,7852000,0.7636363636363637,0.9791044776119403
P01542,3,0.6996,0.77,2.0,1.0,4,-1,0,-1,-1,1,0,0.6,0.8,0.6599999999999999,0.7122736418511066,0.4049172597014804,0.5277601154610874,12450220,0.7454545454545455,0.9805970149253731
P02172,1,0.5784,0.395,2.0,2.0,4,1,0,-1,1,1,1,0.6799999999999999,0.4,1.0,0.7283702213279679,0.34406690774268694,0.31889666030823266,11284500,0.5454545454545454,0.9855721393034826
P06886,0,0.4136,0.425,1.0,1.0,3,2,0,0,1,1,3,0.44000000000000006,0.9800000000000001,0.48,0.6720321931589537,0.28745672929358224,0.09208425429698933,9123700,0.2545454545454545,0.9925373134328358
P09551,-1,0.6888,0.83,1.0,1.0,4,-2,0,0,-2,0,2,0.62,0.6599999999999999,0.7,0.6700201207243461,0.330144056134531,0.3642777121748872,12030980,0.2545454545454545,0.991044776119403
P04119,-3,0.7912,0.605,2.0,1.0,5,2,0,1,-2,-1,2,0.9800000000000001,0.6799999999999999,0.8800000000000001,0.8702213279678069,0.42104760336693353,0.21580323169931673,13363810,0.2909090909090909,0.9920398009950249
P06793,3,0.6116,0.92,2.0,1.0,4,-2,1,-1,0,-1,-1,0.54,0.74,0.6,0.6519114688128773,0.4286213744585445,0.35843602708894745,11098160,0.6909090909090909,0.9805970149253731
P08018,0,0.4296,0.36,1.0,1.0,3,0,1,-1,1,1,2,0.9,0.96,0.64,0.8511066398390343,0.42853295281536546,0.13298614265096234,13176350,0.6,0.9825870646766169
P08031,2,0.9364,0.96,4.0,2.0,6,2,0,-1,0,0,1,0.64,0.96,0.9800000000000001,0.8772635814889337,0.861489020471135,0.6323270859196012,18426920,0.2909090909090909,0.991044776119403
P03138,0,0.4916,0.05,2.0,1.0,4,-1,0,-1,1,1,2,0.8800000000000001,0.9,0.8,0.8692152917505032,0.35571823782779527,0.19021003017732965,13461500,0.18181818181818182,0.9955223880597015
P09395,0,0.486,0.885,2.0,1.0,4,-2,1,1,0,0,2,0.6,0.82,0.9400000000000001,0.7947686116700202,0.27293931836060176,0.13009961546613377,10742050,0.18181818181818182,0.9930348258706467
P07445,-3,0.6592,0.725,1.0,1.0,4,-2,0,1,-2,0,1,0.9199999999999999,0.8,0.9400000000000001,0.903420523138833,0.493463912789835,0.40836083608360835,13486940,0.18181818181818182,0.9940298507462687
P01043,-1,0.718,0.255,1.0,1.0,4,-1,0,1,1,1,3,0.62,0.5599999999999999,0.8800000000000001,0.7263581488933601,0.36520781118828527,0.4463620673994005,13820610,0.6,0.9850746268656716
P05712,3,0.7556,0.245,3.0,2.0,5,1,0,-1,-2,-1,1,0.96,0.9,0.9199999999999999,0.9275653923541248,0.45238748599990647,0.6289399582160051,14837130,0.5272727272727272,0.9855721393034826
P01582,2,0.6108,0.855,2.0,1.0,4,-2,1,0,0,1,3,0.5,0.45999999999999996,0.72,0.579476861167002,0.34545116381176555,0.3534461703051039,10299920,0.2909090909090909,0.9930348258706467
P00253,0,0.3804,0.48,1.0,1.0,3,2,0,-1,0,-1,2,0.8,0.9400000000000001,0.44000000000000006,0.7525150905432596,0.3160453775807432,0.06074423956157084,10031100,0.6181818181818182,0.9850746268656716
P01122,-1,0.7972,0.31,2.0,1.0,5,-1,1,0,0,1,2,0.6799999999999999,0.54,0.72,0.6670020120724346,0.5077933006884692,0.43611994226945633,13503490,0.21818181818181817,0.9950248756218906
P07089,2,0.9316,0.01,4.0,2.0,6,1,1,-1,1,0,3,0.42000000000000004,0.72,0.9400000000000001,0.7223340040241448,0.8317143025565035,0.7252086676557564,19959560,0.14545454545454545,0.9955223880597015
P06512,-2,0.4376,0.005,1.0,1.0,3,-1,1,1,-1,-1,0,0.8400000000000001,0.9400000000000001,0.6799999999999999,0.7847082494969819,0.2509629828380705,0.12460915816352278,7716505,0.4909090909090909,0.9860696517412936
P00651,-1,0.7184,0.5,1.0,1.0,4,-1,1,0,-2,-1,3,0.48,0.9800000000000001,0.42000000000000004,0.5814889336016097,0.48482704929862325,0.23422250481928927,12892760,0.6,0.9850746268656716
P00530,0,0.3784,0.225,1.0,1.0,3,1,0,0,1,1,1,0.42000000000000004,1.0,0.7,0.7404426559356138,0.2382068903835873,0.14193033982297312,7812550,0.38181818181818183,0.9915422885572139
P01671,3,0.6788,0.13,2.0,1.0,4,2,0,1,1,0,2,0.58,0.78,0.44000000000000006,0.6317907444668008,0.3215122743469503,0.29025141046214714,9586150,1.0,0.9736318407960199
P04229,-3,0.7252,0.93,2.0,1.0,5,1,0,1,0,1,2,0.74,0.54,0.9800000000000001,0.7907444668008049,0.3842509873750155,0.14770743129358807,12195890,0.7272727272727273,0.9800995024875622
P07634,2,0.6624,0.275,2.0,1.0,4,2,1,0,-2,0,3,0.8400000000000001,0.82,0.6599999999999999,0.7665995975855131,0.4352712918300434,0.4205629737285655,11574940,0.12727272727272726,0.9955223880597015
P08190,-3,0.6952,0.185,1.0,1.0,4,-2,1,-1,1,1,3,0.5599999999999999,0.6,0.74,0.6458752515090543,0.7539306977585621,0.5561691949011415,21194540,0.21818181818181817,0.9930348258706467
P09074,0,0.462,0.21,1.0,1.0,3,1,1,0,1,-1,3,0.4,0.45999999999999996,0.44000000000000006,0.43863179074446684,0.24854612459117695,0.3356728333383797,9782000,0.07272727272727272,0.9965174129353234
P08244,0,0.3072,0.045,1.0,1.0,2,1,0,1,-2,-1,1,0.76,0.82,1.0,0.8611670020120725,0.1887700447799724,0.09372937293729373,6633410,0.5636363636363636,0.9835820895522388
P02030,3,0.7272,0.625,3.0,2.0,5,-1,1,1,0,-1,0,0.76,0.6799999999999999,0.4,0.619718309859155,0.3307447135037127,0.31115753777212585,8563860,0.8727272727272727,0.9771144278606965
P08793,-2,0.4796,0.95,1.0,1.0,3,-2,0,1,-1,0,2,0.78,0.52,0.9400000000000001,0.8128772635814889,0.401743227613571,0.03989463166500136,9882100,0.36363636363636365,0.9885572139303482
P00856,-3,0.6632,0.785,1.0,1.0,4,1,0,-1,-1,-1,3,0.4,0.44000000000000006,0.5,0.45271629778672035,0.6626887090643364,0.42686286977321586,17622540,0.7636363636363637,0.9805970149253731
P02565,2,0.8136,0.09,3.0,2.0,5,2,1,0,1,0,3,0.6799999999999999,0.96,0.76,0.8008048289738431,0.6516471834149455,0.23296292932045498,12823400,0.18181818181818182,0.9955223880597015
P08835,-3,0.7596,0.245,2.0,1.0,5,1,1,0,-1,-1,1,0.6,0.6599999999999999,0.6799999999999999,0.6509054325955734,0.4704803836076437,0.35356324623288016,12511230,0.5272727272727272,0.9840796019900497
P07622,2,0.6484,0.465,2.0,1.0,4,0,1,-1,-2,0,3,0.6799999999999999,0.74,0.6799999999999999,0.7022132796780685,0.5268019212905088,0.4250502114431627,16197860,0.23636363636363636,0.9925373134328358
P05698,3,0.664,0.535,2.0,1.0,4,-1,1,1,0,1,0,0.48,0.64,1.0,0.7122736418511066,0.3501598703962306,0.13157113876525267,9311620,0.2,0.9945273631840796
P05425,1,0.4148,0.65,1.0,1.0,3,-2,1,-1,1,0,-1,0.8800000000000001,0.6,0.48,0.6398390342052315,0.2713497614648316,0.37561591021487467,8090500,0.9090909090909091,0.9751243781094527
P00221,0,0.3472,0.855,1.0,1.0,3,-1,0,1,0,-1,1,0.5599999999999999,0.8,0.86,0.7505030181086519,0.19282524427749353,0.15318779584380457,7589010,0.12727272727272726,0.9985074626865672
P04697,1,0.3132,0.87,1.0,1.0,2,1,1,0,1,1,3,0.7,0.86,0.64,0.7283702213279679,0.2814938582529916,0.22936385381657431,7101750,0.8545454545454545,0.9766169154228855
P08947,3,0.6568,0.435,2.0,1.0,4,0,0,-1,0,0,3,0.62,0.6799999999999999,0.62,0.6519114688128773,0.6236429310453471,0.21675800607583695,15340410,0.509090909090909,0.9845771144278607
P07330,-3,0.6472,0.79,1.0,1.0,4,2,1,0,0,-1,2,0.8,0.9,0.42000000000000004,0.6770623742454729,0.291738572773045,0.17828241539750306,11040310,0.509090909090909,0.9850746268656716
P09687,3,0.658,0.93,2.0,1.0,4,-2,0,0,-2,0,1,0.7,0.6799999999999999,0.4,0.6056338028169014,0.3303717164571988,0.1499762820318729,9287430,0.8,0.9761194029850746
P02048,1,0.46,0.515,1.0,1.0,3,-1,0,1,-2,-1,0,0.52,0.9400000000000001,0.86,0.7867203219315896,0.22289470100272177,0.11324673751778848,5100250,0.36363636363636365,0.9905472636815921
P01813,2,0.8744,0.09,3.0,2.0,5,-2,1,1,1,0,3,0.78,0.9800000000000001,0.9,0.8933601609657948,0.48682619150705037,0.3981288037060587,14088220,0.2727272727272727,0.9935323383084577
P09904,3,0.7644,0.81,3.0,2.0,5,-1,0,-1,0,0,1,0.4,0.9800000000000001,0.44000000000000006,0.6780684104627767,0.47470836102861813,0.5028350541476166,15569210,0.9636363636363636,0.9706467661691542
P09531,0,0.4232,0.095,1.0,1.0,3,1,1,0,0,-1,2,0.52,0.8,0.96,0.7686116700201208,0.23773734096808488,0.24369959931772994,7545650,0.6363636363636364,0.9805970149253731
P00133,-1,0.688,0.4,1.0,1.0,4,-1,1,0,1,-1,1,0.82,0.5599999999999999,0.64,0.6780684104627767,0.3942873520461988,0.22024404275289913,12123360,0.6,0.9855721393034826
P07049,2,0.6876,0.48,2.0,1.0,4,1,1,0,0,1,3,0.52,0.58,0.42000000000000004,0.5010060362173039,0.34547149062628946,0.19297746288390308,10622400,0.18181818181818182,0.9945273631840796
P01384,0,0.4764,0.51,1.0,1.0,3,1,1,-1,1,1,2,0.8400000000000001,1.0,0.6,0.8370221327967807,0.3393460050695075,0.18871226572198505,13355600,0.7272727272727273,0.981094527363184
P09418,-3,0.7612,0.915,2.0,1.0,5,-1,0,1,-2,-1,1,0.9199999999999999,0.78,0.6599999999999999,0.7857142857142857,0.4826571618481953,0.3461632401772287,13191580,0.4909090909090909,0.9845771144278607
P08612,0,0.4156,0.14,1.0,1.0,3,-2,1,0,1,-1,1,0.8,0.96,0.58,0.8028169014084507,0.2221649683613132,0.14119760599913203,8743700,0.4727272727272727,0.9855721393034826
P03959,-2,0.3264,0.105,1.0,1.0,3,-2,0,0,-1,0,-1,0.52,0.9,0.44000000000000006,0.5593561368209256,0.23344533408136012,0.03477356910002927,5742295,0.23636363636363636,0.9935323383084577
P04826,-1,0.7392,0.565,2.0,1.0,5,2,1,-1,-2,1,3,0.6799999999999999,0.9199999999999999,0.44000000000000006,0.6358148893360162,0.7833740885964537,0.7557008911900365,22022260,0.41818181818181815,0.9885572139303482
P02920,-2,0.3724,0.975,1.0,1.0,3,-1,0,-1,-1,-1,2,0.6799999999999999,0.6799999999999999,0.5,0.5935613682092556,0.38847286675163273,0.04286391941946488,10617420,0.14545454545454545,0.9965174129353234
P07850,2,0.8248,0.785,3.0,2.0,5,2,1,0,1,1,2,0.6,0.8400000000000001,0.44000000000000006,0.6116700201207244,0.4323635410123973,0.46238532110091746,10908000,0.36363636363636365,0.9890547263681592
P03846,3,0.7576,0.07,3.0,2.0,5,-1,1,-1,-2,-1,-1,0.52,0.64,0.9199999999999999,0.6981891348088531,0.4436205308957417,0.46806955924950294,13640240,0.4909090909090909,0.9870646766169154
P06067,1,0.5896,0.72,2.0,2.0,4,-1,0,1,-2,0,-2,0.5599999999999999,0.72,0.42000000000000004,0.5553319919517102,0.2730328217074118,0.13944146708248806,7675500,0.45454545454545453,0.9870646766169154
P04141,1,0.3872,0.93,1.0,1.0,3,1,0,0,0,-1,1,0.45999999999999996,0.74,0.6,0.6036217303822938,0.29478962763308475,0.10538650195294759,5801000,0.21818181818181817,0.9940298507462687
P08318,-1,0.7308,0.365,2.0,1.0,5,2,0,0,0,1,3,0.5599999999999999,0.9400000000000001,0.6599999999999999,0.7042253521126761,0.45816131766542467,0.4282132800436007,13258680,0.2545454545454545,0.9920398009950249
P00653,0,0.2836,0.24,1.0,1.0,2,2,0,0,-2,1,3,0.64,0.86,0.6,0.7203219315895373,0.24185860261280873,0.24792442547006993,7676450,0.2727272727272727,0.9940298507462687
P01024,-3,0.7932,0.365,2.0,1.0,5,-2,1,1,-2,1,2,0.54,0.8,0.7,0.6730382293762576,0.3858933939885479,0.5306002159849013,14603420,0.5272727272727272,0.9870646766169154
P08251,2,0.5856,0.335,2.0,1.0,4,1,0,-1,1,1,2,0.8,0.52,0.4,0.5593561368209256,0.4638243681917876,0.19393627436138108,12009660,0.23636363636363636,0.9925373134328358
P06049,-2,0.516,0.54,2.0,2.0,4,0,0,1,1,1,-1,0.6599999999999999,0.6599999999999999,0.8800000000000001,0.7746478873239437,0.26924288713942773,0.1724972497249725,8545605,0.4909090909090909,0.9860696517412936
P03065,1,0.2232,0.645,1.0,1.0,2,-1,1,-1,-1,0,1,0.74,1.0,0.48,0.7183098591549296,0.341689686784115,0.3156407383857652,7818500,0.7636363636363637,0.9796019900497512
P02344,2,0.7452,0.875,3.0,2.0,5,0,0,1,1,1,3,0.5,0.62,0.86,0.6841046277665996,0.44881199932514976,0.31318819955390037,11935020,0.14545454545454545,0.9965174129353234
P08604,-2,0.4796,0.195,1.0,1.0,3,-2,1,-1,1,-1,0,0.86,0.76,0.44000000000000006,0.6338028169014085,0.5109785125243668,0.10148464387723176,12569065,0.5636363636363636,0.9830845771144279
P08617,-1,0.6524,0.175,1.0,1.0,4,2,1,-1,1,0,2,0.42000000000000004,0.5599999999999999,0.62,0.5482897384305836,0.6596986346478684,0.6165763365327358,19090950,0.7272727272727273,0.9786069651741294
P09791,3,0.6304,0.845,2.0,1.0,4,-1,1,1,-2,-1,-1,0.9800000000000001,0.72,0.9,0.8450704225352114,0.31466417053384316,0.1406142449107296,7740130,0.43636363636363634,0.9855721393034826
P01017,0,0.4592,0.41,1.0,1.0,3,-2,1,1,-1,0,3,0.6799999999999999,0.58,0.4,0.5593561368209256,0.3264161183508449,0.3576790706593595,11074760,0.509090909090909,0.9875621890547264
P05549,-3,0.7168,0.31,1.0,1.0,4,2,1,-1,-1,1,1,0.72,0.62,0.5,0.6106639839034206,0.719578381213145,0.462373209798044,20823790,0.12727272727272726,0.9965174129353234
P00518,-1,0.7232,0.77,2.0,1.0,5,-1,0,0,-2,0,1,0.54,0.78,0.74,0.6941649899396379,0.35381158262545204,0.23423461612216268,12893440,0.3090909090909091,0.9935323383084577
P01028,-1,0.7508,0.655,2.0,1.0,5,-2,0,0,1,0,1,0.72,0.78,0.5599999999999999,0.6670020120724346,0.5380873687141867,0.38363359271706987,13575290,0.21818181818181817,0.9955223880597015
P06020,3,0.704,0.54,2.0,1.0,4,0,1,1,0,1,3,0.44000000000000006,0.96,0.64,0.7384305835010061,0.48449165685897866,0.379834680715778,12544800,0.09090909090909091,0.9970149253731343
P02293,0,0.3864,0.815,1.0,1.0,3,1,0,-1,-2,1,2,0.5,0.6799999999999999,0.42000000000000004,0.551307847082495,0.2976262345998971,0.2744461602123515,10458600,0.6545454545454545,0.9825870646766169
P02062,1,0.3916,0.425,1.0,1.0,3,0,1,1,0,0,2,0.5,0.4,0.6599999999999999,0.5372233400402414,0.3302904091991032,0.3123767422613821,7737625,0.7272727272727273,0.9805970149253731
P07508,0,0.4176,0.83,1.0,1.0,3,-1,0,0,1,1,1,0.8,0.9199999999999999,0.5599999999999999,0.7806841046277666,0.23587947012059898,0.294968762931339,8595800,0.14545454545454545,0.9950248756218906
P06092,-2,0.472,0.345,1.0,1.0,3,-1,0,-1,1,1,1,0.9199999999999999,0.7,0.82,0.8309859154929577,0.5039169771587585,0.057189572168226,14166140,0.2909090909090909,0.9915422885572139
P00706,0,0.438,0.395,1.0,1.0,3,1,1,1,-2,0,1,0.72,0.86,1.0,0.8651911468812877,0.3320476623146957,0.2679121123121486,10209650,0.6181818181818182,0.9845771144278607
P08990,0,0.4808,0.745,2.0,1.0,4,0,0,1,1,-1,3,0.82,0.4,0.82,0.6559356136820925,0.2967816554564285,0.14736024061121708,10428940,0.07272727272727272,0.9965174129353234
P07075,-2,0.2764,0.385,1.0,1.0,2,2,1,-1,-1,0,-2,0.62,0.6599999999999999,0.6799999999999999,0.6619718309859155,0.38570740363565403,0.2620704272262089,9987005,0.4909090909090909,0.9860696517412936
P04428,1,0.5252,0.175,1.0,1.0,3,-2,0,-1,-1,-1,3,0.76,0.5,0.9400000000000001,0.7585513078470826,0.4612377810436193,0.27694916280618886,10554000,0.43636363636363634,0.9880597014925373
P08710,-2,0.25,0.84,1.0,1.0,2,0,0,-1,-1,1,2,0.62,0.72,0.8800000000000001,0.7746478873239437,0.2664570972089251,0.26460572662770865,8739100,0.7272727272727273,0.9786069651741294
P07846,2,0.7732,0.93,3.0,2.0,5,1,0,-1,0,0,1,0.74,0.52,0.64,0.6378269617706238,0.582090856795559,0.4999303600084779,15479240,0.4,0.9880597014925373
P06073,1,0.2724,0.99,1.0,1.0,2,-1,1,0,1,-1,3,0.8800000000000001,0.62,0.52,0.6619718309859155,0.3269954325647765,0.12988968621632804,6434750,0.7818181818181819,0.9781094527363184
P02933,1,0.2544,0.175,1.0,1.0,2,-2,0,1,1,-1,2,0.48,0.86,0.6,0.6458752515090543,0.14351035956102212,0.19951756643554264,4706750,0.4909090909090909,0.9870646766169154
P00317,-3,0.6872,0.5,1.0,1.0,4,0,1,0,-1,0,3,0.7,0.74,0.9,0.7947686116700202,0.5129248050150317,0.46569978098727305,14419380,0.2545454545454545,0.9950248756218906
P04516,1,0.4344,0.67,1.0,1.0,3,2,1,0,-2,-1,1,0.9400000000000001,0.48,0.6599999999999999,0.6941649899396379,0.26643677039440117,0.2924354820803181,6898750,0.8181818181818182,0.9776119402985075
P00429,0,0.338,0.325,1.0,1.0,3,1,0,-1,-2,-1,1,0.6599999999999999,0.6599999999999999,0.64,0.6579476861167003,0.3278796489965668,0.22385119245869542,10081500,0.18181818181818182,0.9970149253731343
P07379,-3,0.7096,0.79,1.0,1.0,4,-1,1,1,-2,-1,3,0.96,0.74,0.74,0.8219315895372233,0.4282768349523641,0.4253005117025464,14046370,0.5454545454545454,0.9840796019900497
P05524,-3,0.692,0.645,1.0,1.0,4,1,0,0,1,0,1,0.76,0.82,0.9800000000000001,0.8682092555331993,0.4804171468876598,0.4403790837799376,12120330,0.6181818181818182,0.9830845771144279
P08600,0,0.472,0.09,1.0,1.0,3,0,0,0,-2,1,1,0.9199999999999999,0.9,0.5599999999999999,0.8088531187122736,0.2997554684212773,0.23452932449208225,8937450,0.6363636363636364,0.981094527363184
P09595,3,0.6428,0.885,2.0,1.0,4,2,0,-1,-1,1,1,0.6799999999999999,0.62,0.7,0.6639839034205232,0.5593502330469285,0.2221838697631231,13758930,0.43636363636363634,0.9860696517412936
P02778,-2,0.4728,0.965,1.0,1.0,3,1,0,-1,0,-1,1,0.9800000000000001,0.45999999999999996,0.44000000000000006,0.6096579476861167,0.4966013566116013,0.13328286957136082,13205875,0.09090909090909091,0.9980099502487563
P07335,-1,0.6156,0.5,1.0,1.0,4,-1,0,-1,0,0,2,0.42000000000000004,1.0,0.6,0.6498993963782697,0.43350895701082,0.5165934942118064,17061540,0.5818181818181818,0.9830845771144279
P02432,1,0.6544,0.025,2.0,2.0,4,1,0,1,1,-1,-1,0.44000000000000006,0.9199999999999999,0.58,0.6438631790744468,0.25153314998546633,0.26113785690495656,5624750,0.6363636363636364,0.9830845771144279
P02194,1,0.4352,0.89,1.0,1.0,3,-1,0,1,0,1,2,0.82,0.54,0.86,0.7565392354124748,0.3106587717319056,0.3213532362410553,6368000,0.5818181818181818,0.9845771144278607
P04907,1,0.4916,0.39,1.0,1.0,3,1,1,0,1,0,2,0.4,0.52,0.42000000000000004,0.4466800804828974,0.3830760974955332,0.29137978017985283,8019500,0.36363636363636365,0.9900497512437811
P09446,-2,0.3392,0.625,1.0,1.0,3,-2,0,1,-2,0,-1,0.6799999999999999,0.96,0.9800000000000001,0.8913480885311871,0.2690619784901649,0.040078319758581366,6618400,0.36363636363636365,0.9880597014925373
P08958,0,0.4836,0.74,2.0,1.0,4,-1,1,-1,1,0,2,0.78,0.82,0.86,0.8249496981891348,0.48390014655633273,0.30033608865473704,14878750,0.09090909090909091,0.9960199004975124
P08052,2,0.8164,0.425,3.0,2.0,5,2,0,0,0,1,2,0.42000000000000004,1.0,0.44000000000000006,0.6056338028169014,0.35216815967119347,0.21371806905461188,9625180,0.34545454545454546,0.9895522388059701
P05769,-2,0.2472,0.11,1.0,1.0,2,-2,0,1,-2,0,-1,0.82,0.64,0.9,0.8289738430583502,0.18038828281103583,0.03358666141843542,5546495,0.23636363636363636,0.9930348258706467
P04690,-3,0.7,0.62,1.0,1.0,4,-1,0,0,0,0,1,0.5,0.6,0.74,0.6247484909456741,0.365798305150205,0.12108476902736146,11997230,0.6181818181818182,0.9830845771144279
P09037,-3,0.7264,0.655,2.0,1.0,5,1,0,1,-1,-1,3,0.8400000000000001,0.9199999999999999,0.9199999999999999,0.89738430583501,0.4182567317328,0.1875778403528426,13275240,0.32727272727272727,0.9895522388059701
